MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
5.5,20.2,5.7,1.102701635798243,803.9,2.5058153670095584,36.43,-90.97,1.267
4.026,34.7,5.936843366392487,1.209817523874041,827.7,4.33747204345159,28.47,-99.61,1.13
6.6521,39.2,7.816258162013956,0.88788183447418,739.1,5.864594159501167,44.99,-141.66,3.306
6.095,26.8,5.577,1.07,1124.7,4.1,40.1,-138.93,3.129
4.9943,40.4,6.147233671099781,1.0463363551231055,654.8,2.8124630097518195,32.41,-113.06,2.53
1.2,45.3,5.3538067431285,1.2544504616448053,647.2,3.8432688332957,46.75,-110.93,0.579
4.7017,46.0,6.5048,1.223094255744639,540.6,2.997035,37.78,-124.26,2.355
6.5,20.0,7.67043696665224,0.82880965128495,692.8,5.70927929314175,31.95,-87.12,2.448
5.9299,45.5,5.3534263262374,1.103352774509688,567.8,3.01221816733579,40.46,-106.63,2.438
6.23,18.9,6.141461422330882,0.78507268793059,576.8,2.550599045665595,33.7,-103.58,1.776
2.7,16.4,3.36464567372638,1.047481727237563,422.8,3.7799743612423,43.39,-106.94,2.248
3.3,39.8,5.24703737097889,0.90597512297525,851.4,4.33205381125985,43.68,-136.26,0.73
6.3579,23.2,4.61842746822389,0.9125134341020916,770.1,3.320289540827854,41.76,-105.35,2.074
4.3,16.9,6.342785421630615,0.997732631521901,614.7,2.7241,37.47,-100.17,1.281
4.2,35.3,7.616445183071773,1.076609485883815,738.8,2.37847167369067,36.84,-117.48,2.149
1.7209,23.0,6.4,0.9,1474.7,2.1,42.76,-143.58,0.842
4.6036,17.6,6.222907947624035,1.1338953502627396,1910.1,1.9,31.0,-106.41,3.176
1.7094,24.8,7.88031231781355,1.02552513412403,695.9,4.16307575060527,34.71,-95.53,1.719
9.5793,50.7,5.83751610724291,0.84103091917997,708.1,5.142774631518249,34.69,-109.83,2.006
2.6122,18.4,4.940653116767595,1.1596950295242578,1460.1,3.530376369314829,31.75,-137.08,1.575
6.1306,35.2,7.848026308595493,0.95836679018447,645.1,5.03158457228889,36.11,-125.53,3.857
5.4613,39.5,6.72435410580987,0.99296568311752,598.7,2.10247460593446,45.44,-141.16,2.557
3.5208,53.3,9.3960361599114,1.10916795871197,1199.2,4.13796761114393,40.1,-145.45,4.057
6.309,29.7,5.765060076102327,0.93773394718549,829.2,3.31593433024347,27.22,-135.58,3.934
1.0251,41.6,4.381772941578439,0.83720314121907,2806.5,6.07310411932485,30.18,-128.74,0.488
3.9193,31.6,6.987302316172237,1.0054872667946986,905.3,2.97995057532929,33.46,-120.9,1.829
5.56,18.9,7.50299451221852,1.31837260226645,1059.5,2.2,40.26,-90.26,1.635
5.0,37.5,8.3950676879758,1.1,590.5,1.984167432577145,27.67,-151.77,1.949
4.7243,16.4,3.7378994238419,1.16931331075772,628.9,3.9908432083166745,39.4,-110.93,2.282
1.1966,43.1,5.10234989038832,1.174384023615328,577.7,2.06163742295515,27.34,-97.67,0.666
6.8,15.4,6.48656143212877,0.888309658463489,2924.7,2.311412470243092,36.02,-128.2,1.49
5.2469,33.5,6.93100535431237,1.0352522309602,609.1,2.8102917590307,30.58,-105.01,3.001
2.8252,20.8,4.48549035651978,1.13683828200168,612.7,5.4030185369261,43.39,-121.9,1.295
6.3749,19.4,8.397333450304885,0.8173471971048,3608.0,4.615449130443373,32.78,-128.62,1.715
8.0,25.2,6.721,0.94818814724783,2310.4,2.11059008510962,42.11,-119.6,4.0
5.2,57.1,6.20672579573841,0.9043412087872166,699.2,4.6916180447347,29.61,-137.81,1.029
4.2109,17.5,5.461839272095532,1.1367355363656875,604.5,4.636511580650915,41.46,-107.87,1.719
3.2,40.0,5.096822122104,1.3291465324142,660.6,5.5784935901474,48.0,-116.21,1.304
2.6557,18.8,5.152100820527909,0.8,832.5,2.948120409122864,31.47,-124.15,1.194
5.6317,39.9,5.598671683305771,1.05720360341545,645.2,5.55061550495926,45.76,-132.46,4.482
5.0946,25.5,7.98551902231806,0.852360293103483,931.1,3.036391296048362,35.5,-135.13,3.29
2.8149,21.8,4.448651104920872,1.24781643707563,986.9,3.7,32.93,-110.23,0.731
2.36,27.3,4.266496762887889,0.865099699762233,892.3,2.86945505973689,36.36,-131.67,0.479
6.6586,20.2,3.8216196634238,0.96251,1246.2,4.9,31.27,-100.78,3.057
3.5427,20.3,7.42013658417368,1.199253602508353,497.9,4.71643018286307,37.6,-143.84,2.937
2.97,16.9,4.60440836017958,1.11341132728659,747.9,3.13987401383537,38.54,-111.03,0.571
5.13,20.8,5.126016695481662,0.9764852071720542,641.5,4.24328699383665,27.39,-135.98,4.108
1.5344,33.5,4.761008487028403,0.9710357675883358,700.8,3.307939753353422,34.03,-90.01,0.683
5.1458,52.1,6.6,0.9342990906059738,660.5,4.17669494669458,39.33,-99.83,1.817
4.6525,19.0,4.5382735803977,0.89104861775689,471.3,3.0151882257117046,48.07,-121.79,3.738
3.1076,38.0,6.65227804642188,0.8704088221499,854.5,4.238737081876,39.71,-145.73,0.42
1.8978,16.2,3.760768223869964,1.061928675678758,974.1,4.994544527614,41.72,-118.62,0.47
6.7,53.7,5.441530164533,0.949113115756282,925.8,1.5452955418071,34.66,-146.98,1.159
3.8552,27.6,7.791356411160024,0.9,669.3,1.999,36.52,-120.86,1.204
1.0893,40.0,7.34715622371934,1.1572837413765915,677.0,4.40782965878692,39.86,-117.42,2.21
3.6,41.6,6.14915508680298,1.329242044197167,947.6,5.025150149557043,40.8,-98.99,1.469
5.2,41.9,4.833788065264829,1.13245802630113,1522.0,2.4,33.57,-134.0,1.066
5.0703,22.8,6.581201049912704,0.845700399574667,1233.7,3.229299989102947,33.89,-105.19,2.3
5.03,17.8,8.28329331879523,0.84301680834192,813.8,2.76501785310533,46.8,-140.63,2.503
5.5,17.0,6.82298663667716,1.266778751957798,2009.8,2.0078933990872,39.56,-142.71,2.936
3.704,52.2,5.073442460010366,0.923535799217601,467.4,3.64315792991185,34.7,-146.57,1.495
5.233,36.0,6.83539409746489,0.854409282530928,535.3,5.49132898310143,31.27,-118.16,2.735
8.08,31.8,7.83141352747311,1.1248199288740708,892.6,3.83686222156027,33.99,-132.9,2.193
4.6683,40.3,7.163841354353743,1.169662532485345,523.3,2.406078418195715,35.28,-134.87,0.916
5.3745,23.1,4.70816473537476,1.111254437516943,747.5,2.8337010576784,29.53,-96.25,2.27
5.0666,35.8,5.416631835005303,0.95118363681062,2147.8,3.275992593152538,46.65,-122.8,1.703
5.3868,16.5,5.7330737010895,0.783309919660065,1371.5,4.126246132471006,40.29,-93.0,2.284
7.5,35.4,6.48739827352181,1.2603682725295071,712.8,2.99491065687334,31.15,-116.09,4.58343
3.3131,38.9,3.64068598807998,0.858075162556516,717.4,4.111087385881944,27.35,-97.98,1.193
2.931,17.0,4.73770777713255,1.1057561276057792,1174.6,2.67555321493274,33.14,-102.89,1.81
5.1,18.0,6.8060794801303,1.18910852164793,603.9,2.87780873099756,46.6,-110.12,1.803
4.2,27.7,6.091270371342548,1.078678115659134,758.5,2.8427748301427465,30.73,-114.3,1.795
4.1,14.6,4.892278686869712,0.956079651618957,797.9,4.530748151049578,28.16,-125.67,3.2
6.3749,15.9,8.533852973678618,0.9514930667628863,801.3,2.34927903560476,32.28,-93.2,2.388
5.4,23.6,7.880381909647816,1.130093,850.1,2.69910368411379,30.66,-120.07,1.557
6.9192,28.9,9.0930545752741,1.274092230230282,819.8,4.2762054651131,31.22,-102.79,2.221
5.77,15.1,5.34147632228487,1.2416159212657107,760.1,2.0498985600302,30.97,-122.75,0.923
2.4055,26.2,6.2017871033456,0.86295461433589,530.1,2.990098145535,37.5,-126.41,0.465
4.6,36.1,8.1,0.87,904.0,4.8,41.77,-120.3,1.78
1.9831,29.4,6.580774159020731,1.313442304621546,496.3,2.78727083062497,31.55,-132.4,1.041
6.5,36.6,3.347427579858046,1.1415366170481,1017.3,2.49764163306587,32.8,-107.48,1.821
6.9311,21.5,5.1,1.225254055400501,1390.1,2.0,41.9,-133.9,4.10462
4.6556,28.8,6.17908505436473,0.9167890891273816,695.0,5.44263019083226,35.36,-117.53,0.587
5.1,22.6,9.0242511816273,1.05536238887227,662.9,2.25303116823152,29.83,-117.34,4.01379
4.9411,39.1,6.69373756994475,1.1530302908756869,562.0,2.14694714389828,29.6,-126.96,2.211
5.5107,51.2,6.71597617798586,1.10288421219499,2179.2,2.56456342026804,32.0,-88.42,5.40183
