Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Rings
F,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0
F,1.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0
F,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0
F,1.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0
F,1.0,1.0,0.0,1.0,1.0,0.0,0.0,9.0
F,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0
F,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0
F,1.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0
F,1.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0
F,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0
I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
M,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0
F,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0
M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
F,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0
F,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0
F,1.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0
I,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0
F,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0
F,1.0,1.0,0.0,1.0,1.0,0.0,0.0,9.0
F,1.0,1.0,0.0,1.0,1.0,0.0,0.0,12.0
F,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0
F,1.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0
F,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0
F,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0
F,1.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0
I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
F,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0
F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
F,1.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0
F,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0
F,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0
M,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0
I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
F,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0
F,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0
F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
F,1.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0
F,1.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0
F,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0
F,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0
F,1.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0
F,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0
M,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0
F,1.0,1.0,0.0,2.0,1.0,0.0,0.0,13.0
F,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0
F,1.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0
F,1.0,1.0,0.0,2.0,1.0,0.0,0.0,11.0
F,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0
F,1.0,1.0,0.0,1.0,1.0,0.0,0.0,11.0
I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
F,1.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0
F,1.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0
F,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0
F,1.0,1.0,0.0,2.0,1.0,0.0,0.0,11.0
F,1.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0
F,1.0,1.0,0.0,1.0,1.0,0.0,0.0,10.0
F,1.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0
F,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0
I,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0
F,1.0,1.0,0.0,2.0,1.0,0.0,0.0,10.0
F,1.0,1.0,0.0,2.0,1.0,0.0,0.0,9.0
F,1.0,1.0,0.0,1.0,0.0,0.0,0.0,11.0
F,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0
I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
F,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0
F,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0
F,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0
F,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
F,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0
F,1.0,1.0,0.0,1.0,1.0,0.0,0.0,11.0
M,1.0,1.0,0.0,2.0,1.0,1.0,1.0,11.0
F,1.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0
F,1.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0
F,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0
F,1.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0
F,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0
M,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0
