MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
5.9,24.0,6.5,1.02,776.0,2.65,33.92,-118.23,1.14
3.29,34.0,6.8,1.05,718.0,4.4,34.05,-118.11,1.03
5.96,33.0,6.5,1.01,654.0,4.98,37.93,-121.53,4.14
5.81,24.0,6.38,1.01,1360.0,4.5,37.95,-122.58,2.58
6.03,35.0,6.94,1.01,794.0,2.37,39.12,-122.18,2.45
1.5,42.0,4.74,1.08,732.0,4.84,37.97,-118.21,0.62
6.04,42.0,6.67,1.02,581.0,2.63,37.44,-122.21,2.09
5.5,17.0,6.74,1.1,726.0,4.86,40.62,-116.14,2.79
5.64,52.0,6.84,1.02,521.0,3.58,38.05,-122.47,2.22
5.64,19.0,6.18,1.01,741.0,2.64,38.44,-121.27,2.31
3.5,19.0,4.39,1.02,551.0,4.54,37.67,-122.18,1.92
2.67,32.0,6.72,1.01,900.0,3.93,37.69,-118.18,0.75
5.45,19.0,3.84,1.01,701.0,3.26,33.69,-118.39,1.94
5.0,22.0,7.74,1.08,726.0,2.55,37.44,-118.44,1.49
5.0,32.0,7.49,1.02,690.0,2.8,37.69,-117.23,1.97
2.04,19.0,6.7,1.0,1676.0,2.5,37.95,-121.39,0.74
5.1,21.0,6.74,1.02,1601.0,2.5,37.98,-122.21,3.22
1.69,24.0,6.57,1.08,581.0,4.57,33.91,-121.03,1.62
9.92,42.0,7.67,1.07,788.0,4.99,33.91,-118.33,2.05
2.92,24.0,4.57,1.02,1688.0,2.99,39.95,-121.98,1.32
5.81,32.0,6.37,1.07,675.0,4.64,37.65,-122.43,3.86
6.66,44.0,6.53,1.03,688.0,2.17,38.62,-121.86,2.18
3.93,44.0,7.71,1.02,1104.0,3.37,34.04,-118.27,3.53
6.76,24.0,7.43,1.02,713.0,2.99,34.04,-118.27,4.12
1.05,34.0,4.57,1.08,2583.0,5.0,37.95,-122.39,0.56
3.43,32.0,7.94,1.07,779.0,2.94,37.97,-121.3,1.92
6.54,16.0,6.73,1.08,1117.0,2.5,33.91,-117.21,1.41
5.0,32.0,6.77,1.0,713.0,2.56,33.97,-122.18,2.26
4.52,18.0,4.26,1.08,562.0,3.59,35.5,-117.79,2.25
1.55,37.0,4.74,1.1,621.0,2.54,34.15,-118.23,0.58
6.5,20.0,7.64,1.05,2694.0,2.56,33.93,-118.3,1.61
6.28,32.0,6.71,1.08,688.0,2.77,32.95,-117.71,2.8
3.61,24.0,4.57,1.01,775.0,5.23,37.91,-116.9,1.48
5.21,24.0,6.79,1.02,2895.0,4.39,37.81,-123.27,2.13
6.5,32.0,6.38,1.07,2790.0,2.53,39.37,-122.9,3.5
4.5,52.0,6.71,1.02,562.0,4.99,34.12,-117.98,1.29
4.67,19.0,6.77,1.18,488.0,4.38,37.46,-122.23,1.94
4.0,36.0,6.17,1.07,576.0,4.52,40.44,-119.27,1.11
2.43,24.0,5.97,1.0,771.0,2.65,38.69,-121.85,1.29
5.81,44.0,6.39,1.05,621.0,4.58,38.67,-122.44,3.62
6.28,25.0,6.79,1.02,787.0,2.68,33.91,-118.33,2.65
2.82,19.0,4.32,1.01,1103.0,3.5,40.48,-116.35,0.83
3.08,30.0,4.22,1.07,907.0,3.39,37.73,-122.71,0.62
5.53,19.0,4.73,1.01,1176.0,4.5,37.66,-122.11,2.77
4.03,17.0,6.29,1.07,521.0,4.44,34.18,-118.26,3.01
2.75,16.0,4.14,1.01,776.0,2.99,34.12,-117.92,0.71
5.66,24.0,6.54,1.02,701.0,4.27,34.12,-121.98,3.72
1.52,44.0,4.31,1.05,679.0,3.26,33.93,-118.41,0.89
5.03,44.0,6.5,0.98,562.0,4.55,33.98,-117.09,1.53
5.52,25.0,5.74,1.01,554.0,2.99,39.46,-122.58,4.56
2.52,32.0,6.79,1.02,702.0,4.99,39.44,-122.55,0.52
1.67,16.0,3.79,1.07,890.0,4.33,34.05,-117.03,0.56
5.5,44.0,6.53,1.07,797.0,1.83,34.05,-120.98,0.94
3.22,24.0,6.37,1.0,651.0,2.52,38.56,-121.85,1.1
1.04,32.0,6.25,1.07,594.0,4.55,33.95,-117.98,1.92
3.0,45.0,5.67,1.08,1250.0,4.66,40.94,-122.23,1.55
6.5,37.0,4.93,1.08,1313.0,2.5,34.05,-116.4,1.16
5.98,24.0,6.88,1.07,1602.0,3.64,34.05,-120.43,2.65
6.51,18.0,7.7,1.07,681.0,2.69,39.9,-117.21,2.53
6.0,16.0,6.67,1.03,1613.0,2.17,33.93,-118.39,2.86
3.92,44.0,6.49,1.03,521.0,2.99,36.46,-119.98,1.4
5.91,29.0,6.79,1.07,626.0,4.53,34.11,-116.98,3.11
6.94,28.0,6.79,1.07,788.0,3.83,34.13,-122.09,1.79
5.03,42.0,7.31,1.1,597.0,2.63,34.04,-118.38,1.1
6.04,24.0,6.07,1.03,632.0,2.53,33.97,-118.02,1.84
4.96,32.0,4.74,1.08,2680.0,4.26,40.67,-116.9,2.25
6.57,19.0,6.74,1.03,1687.0,4.18,40.56,-121.23,2.31
6.5,44.0,7.38,1.02,575.0,3.26,33.97,-116.23,5.0
4.21,42.0,4.37,0.98,660.0,3.4,34.04,-118.42,1.22
2.36,19.0,5.18,1.02,1001.0,3.54,38.12,-122.27,1.75
4.5,20.0,6.03,1.08,662.0,2.8,38.05,-118.09,1.86
5.0,32.0,6.03,1.02,697.0,2.54,34.05,-118.3,1.88
5.5,19.0,5.74,1.05,762.0,4.56,33.75,-118.38,2.9
5.51,21.0,7.18,1.07,762.0,2.96,32.93,-118.39,2.18
4.9,19.0,6.62,1.08,779.0,2.18,33.93,-119.85,1.34
6.21,30.0,7.67,1.08,790.0,4.24,40.67,-122.18,2.54
5.08,16.0,6.14,1.01,788.0,1.94,33.97,-118.37,0.88
3.06,24.0,6.36,1.07,597.0,3.44,36.69,-118.28,0.45
5.0,42.0,6.5,1.05,797.0,4.8,40.72,-116.98,1.9
