MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
5.8,23.2,6.3,1.032580731200052,781.6,2.618415598654437,34.42,-112.78,1.166
3.4337,34.1,6.624726809092079,1.084791787603091,739.9,4.38418127737718,32.93,-114.41,1.05
6.099,34.2,6.760545867377026,0.98913705654739,671.0,5.158122392589886,39.34,-125.56,3.976
5.8658,24.6,6.215,1.02,1312.9,4.4,38.38,-125.85,2.692
5.8242,36.1,6.780153804927027,1.0173480791054292,766.2,2.461482500940263,37.78,-120.36,2.47
1.4,42.7,4.8620764662351,1.1112701519349217,715.0,4.6406371537906,39.73,-116.75,0.613
5.7685,42.8,6.639,1.05795218448226,572.9,2.705547,37.51,-122.62,2.141
5.7,17.6,6.924627314688218,1.04271825321834,719.4,5.03308547220604,38.89,-110.34,2.718
5.7016,50.7,6.5425565463458,1.032698275411411,530.4,3.46812235886665,38.53,-119.3,2.266
5.7603,19.0,6.172184763390966,0.96645346237536,708.2,2.6242264757997855,37.49,-117.73,2.201
3.3,18.5,4.18322212987705,1.027498481049591,525.4,4.387312672462,38.81,-119.13,1.987
2.8,33.6,6.4218469732494,0.99207758073166,890.3,4.00756599120329,38.89,-121.8,0.75
5.6329,19.8,3.99440064515993,0.9905834949012264,714.8,3.2741589182665813,35.3,-115.78,1.968
4.9,21.0,7.459489115258154,1.0610726789196416,703.7,2.586,37.45,-114.79,1.447
4.8,32.7,7.51924863257395,1.027362301217167,699.8,2.7188914544501,37.52,-117.28,2.009
1.9798,19.8,6.6,1.0,1635.7,2.4,38.91,-125.83,0.761
5.0032,20.3,6.634295875261951,1.039352784338285,1662.8,2.4,36.58,-119.05,3.21
1.6927,24.2,6.82996883633661,1.06665221539623,604.0,4.488309065030143,34.07,-115.93,1.642
9.8492,43.7,7.30489458458489,1.02620772993034,772.0,5.023438158626885,34.07,-116.63,2.042
2.8558,22.9,4.641463956686851,1.044420254029664,1642.4,3.101646991034683,38.31,-125.0,1.368
5.8708,32.6,6.666978999092836,1.05034882558365,669.0,4.7215014376423,37.34,-123.05,3.86
6.422,43.1,6.56724375928626,1.02059868201936,670.1,2.15861921584606,39.98,-125.72,2.259
