age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native-country,class
2.0,Local-gov,177684.1,HS-grad,8.9,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,3.0,United-States,<=50K
3.0,Local-gov,189583.9,Some-college,10.0,Married-civ-spouse,Protective-serv,Husband,White,Male,2.0,0.0,3.0,United-States,>50K
0.0,Private,115007.5,11th,6.9,Never-married,Sales,Own-child,White,Female,0.0,0.0,1.0,United-States,<=50K
0.0,Private,164514.8,10th,6.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,2.0,United-States,<=50K
2.0,Private,188890.7,Bachelors,12.8,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,3.0,2.0,United-States,>50K
1.0,Private,188586.2,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,3.0,0.0,2.0,United-States,>50K
2.0,Private,189511.4,HS-grad,9.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,2.0,United-States,<=50K
2.0,Local-gov,197553.9,Bachelors,12.9,Married-civ-spouse,Protective-serv,Husband,White,Male,3.9,0.0,3.0,United-States,>50K
3.0,Local-gov,161868.2,11th,7.0,Married-civ-spouse,Other-service,Wife,Black,Female,0.0,0.0,2.0,United-States,>50K
2.0,Local-gov,180655.9,Bachelors,13.1,Married-civ-spouse,Prof-specialty,Wife,White,Female,4.0,0.0,2.0,United-States,>50K
0.0,Local-gov,344912.8,HS-grad,8.9,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,2.0,United-States,<=50K
4.0,Local-gov,183197.3,HS-grad,8.9,Widowed,Adm-clerical,Not-in-family,White,Female,0.0,0.0,1.0,United-States,<=50K
2.0,Private,177715.1,HS-grad,8.9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,2.0,3.0,United-States,>50K
1.0,Private,194913.4,Bachelors,12.9,Married-civ-spouse,Craft-repair,Husband,White,Male,3.0,0.0,2.0,United-States,>50K
2.0,Local-gov,178382.8,Bachelors,13.1,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,2.0,United-States,>50K
2.0,Private,161228.5,HS-grad,9.0,Divorced,Craft-repair,Not-in-family,White,Female,4.0,0.0,3.0,United-States,>50K
1.0,Private,340367.2,11th,7.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,2.0,United-States,<=50K
