MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
6.0,24.0,6.0,1.0,776.0,3.0,34.0,-118.0,1.0
3.0,34.0,7.0,1.0,718.0,4.0,34.0,-118.0,1.0
6.0,33.0,6.0,1.0,654.0,5.0,38.0,-122.0,4.0
6.0,24.0,6.0,1.0,1360.0,4.0,38.0,-123.0,3.0
6.0,35.0,7.0,1.0,794.0,2.0,39.0,-122.0,2.0
2.0,42.0,5.0,1.0,732.0,5.0,38.0,-118.0,1.0
6.0,42.0,7.0,1.0,581.0,3.0,37.0,-122.0,2.0
6.0,17.0,7.0,1.0,726.0,5.0,41.0,-116.0,3.0
6.0,52.0,7.0,1.0,521.0,4.0,38.0,-122.0,2.0
6.0,19.0,6.0,1.0,741.0,3.0,38.0,-121.0,2.0
4.0,19.0,4.0,1.0,551.0,5.0,38.0,-122.0,2.0
3.0,32.0,7.0,1.0,900.0,4.0,38.0,-118.0,1.0
5.0,19.0,4.0,1.0,701.0,3.0,34.0,-118.0,2.0
5.0,22.0,8.0,1.0,726.0,3.0,37.0,-118.0,1.0
5.0,32.0,7.0,1.0,690.0,3.0,38.0,-117.0,2.0
2.0,19.0,7.0,1.0,1676.0,2.0,38.0,-121.0,1.0
5.0,21.0,7.0,1.0,1601.0,2.0,38.0,-122.0,3.0
2.0,24.0,7.0,1.0,581.0,5.0,34.0,-121.0,2.0
10.0,42.0,8.0,1.0,788.0,5.0,34.0,-118.0,2.0
3.0,24.0,5.0,1.0,1688.0,3.0,40.0,-122.0,1.0
6.0,32.0,6.0,1.0,675.0,5.0,38.0,-122.0,4.0
7.0,44.0,7.0,1.0,688.0,2.0,39.0,-122.0,2.0
4.0,44.0,8.0,1.0,1104.0,3.0,34.0,-118.0,4.0
7.0,24.0,7.0,1.0,713.0,3.0,34.0,-118.0,4.0
1.0,34.0,5.0,1.0,2583.0,5.0,38.0,-122.0,1.0
3.0,32.0,8.0,1.0,779.0,3.0,38.0,-121.0,2.0
7.0,16.0,7.0,1.0,1117.0,2.0,34.0,-117.0,1.0
5.0,32.0,7.0,1.0,713.0,3.0,34.0,-122.0,2.0
5.0,18.0,4.0,1.0,562.0,4.0,36.0,-118.0,2.0
2.0,37.0,5.0,1.0,621.0,3.0,34.0,-118.0,1.0
6.0,20.0,8.0,1.0,2694.0,3.0,34.0,-118.0,2.0
6.0,32.0,7.0,1.0,688.0,3.0,33.0,-118.0,3.0
4.0,24.0,5.0,1.0,775.0,5.0,38.0,-117.0,1.0
5.0,24.0,7.0,1.0,2895.0,4.0,38.0,-123.0,2.0
6.0,32.0,6.0,1.0,2790.0,3.0,39.0,-123.0,4.0
4.0,52.0,7.0,1.0,562.0,5.0,34.0,-118.0,1.0
5.0,19.0,7.0,1.0,488.0,4.0,37.0,-122.0,2.0
4.0,36.0,6.0,1.0,576.0,5.0,40.0,-119.0,1.0
2.0,24.0,6.0,1.0,771.0,3.0,39.0,-122.0,1.0
6.0,44.0,6.0,1.0,621.0,5.0,39.0,-122.0,4.0
