age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native-country,class
1.0,Federal-gov,310045.0,Assoc-acdm,12.0,Never-married,Adm-clerical,Not-in-family,Black,Female,0.0,0.0,2.0,United-States,<=50K
2.0,Local-gov,164526.0,Bachelors,13.0,Married-civ-spouse,Protective-serv,Husband,White,Male,2.0,0.0,2.0,United-States,>50K
0.0,Private,154980.0,Bachelors,13.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,3.0,United-States,<=50K
1.0,Private,318612.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,2.0,United-States,<=50K
0.0,Private,161708.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,0.0,0.0,1.0,United-States,<=50K
0.0,Private,116830.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,1.0,United-States,<=50K
2.0,Private,242619.0,Some-college,10.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,2.0,United-States,>50K
0.0,Private,163047.0,Bachelors,13.0,Never-married,Tech-support,Not-in-family,White,Female,0.0,0.0,2.0,United-States,<=50K
1.0,Private,107845.0,Bachelors,13.0,Married-civ-spouse,Tech-support,Husband,White,Male,4.0,0.0,2.0,United-States,>50K
0.0,Private,187625.0,Bachelors,13.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,1.0,United-States,<=50K
0.0,Private,163047.0,10th,6.0,Separated,Craft-repair,Other-relative,White,Male,0.0,0.0,2.0,United-States,<=50K
0.0,Private,184710.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,2.0,United-States,<=50K
1.0,Private,91525.0,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,3.0,United-States,<=50K
4.0,,163595.0,11th,7.0,Widowed,,Unmarried,White,Female,0.0,0.0,1.0,United-States,<=50K
0.0,Private,162651.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,2.0,United-States,<=50K
0.0,Self-emp-not-inc,184581.0,HS-grad,9.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,1.0,1.0,United-States,<=50K
1.0,Local-gov,270147.0,Bachelors,13.0,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,2.0,United-States,<=50K
2.0,Federal-gov,164790.0,HS-grad,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,2.0,United-States,<=50K
3.0,Private,242616.0,Bachelors,13.0,Widowed,Prof-specialty,Not-in-family,White,Female,4.0,0.0,2.0,United-States,>50K
4.0,Private,163021.0,HS-grad,9.0,Widowed,Adm-clerical,Unmarried,White,Female,0.0,0.0,2.0,United-States,<=50K
0.0,Private,101345.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,2.0,United-States,<=50K
0.0,Private,183772.0,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,2.0,United-States,<=50K
3.0,Self-emp-not-inc,123037.0,9th,5.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,2.0,United-States,<=50K
2.0,Federal-gov,114072.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,2.0,United-States,<=50K
2.0,Private,185621.0,Bachelors,13.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,2.0,United-States,<=50K
0.0,Private,211968.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,2.0,2.0,United-States,<=50K
0.0,Private,270043.0,Bachelors,13.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,2.0,United-States,<=50K
2.0,Self-emp-not-inc,119101.0,Bachelors,13.0,Married-civ-spouse,Tech-support,Husband,White,Male,4.0,0.0,2.0,United-States,>50K
4.0,Private,182855.0,HS-grad,9.0,Widowed,Adm-clerical,Other-relative,White,Female,0.0,0.0,2.0,United-States,<=50K
1.0,Local-gov,167835.0,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,2.0,United-States,<=50K
0.0,Private,182752.0,Bachelors,13.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,3.0,United-States,<=50K
4.0,Private,168625.0,Some-college,10.0,Widowed,Adm-clerical,Not-in-family,White,Female,0.0,0.0,2.0,United-States,<=50K
0.0,Private,343052.0,11th,7.0,Never-married,Craft-repair,Other-relative,White,Female,0.0,0.0,2.0,United-States,<=50K
4.0,Local-gov,185556.0,Bachelors,13.0,Widowed,Prof-specialty,Not-in-family,White,Female,4.0,0.0,1.0,United-States,>50K
0.0,Private,388811.0,Bachelors,13.0,Never-married,Tech-support,Other-relative,White,Female,0.0,0.0,1.0,United-States,<=50K
0.0,Private,117028.0,11th,7.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,2.0,United-States,<=50K
4.0,Private,175262.0,10th,6.0,Widowed,Other-service,Not-in-family,White,Female,2.0,0.0,4.0,United-States,<=50K
0.0,Private,171578.0,Some-college,10.0,Never-married,Adm-clerical,Other-relative,White,Female,0.0,0.0,3.0,United-States,<=50K
4.0,Private,181755.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,3.0,United-States,<=50K
0.0,Local-gov,163053.0,Bachelors,13.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,2.0,United-States,<=50K
0.0,Local-gov,218956.0,Bachelors,13.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,2.0,United-States,<=50K
4.0,Private,162347.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,4.0,0.0,2.0,United-States,>50K
0.0,Local-gov,185537.0,HS-grad,9.0,Never-married,Other-service,Unmarried,Black,Female,0.0,0.0,1.0,United-States,<=50K
3.0,Local-gov,119421.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,3.0,0.0,2.0,United-States,>50K
0.0,Private,324023.0,HS-grad,9.0,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,2.0,United-States,<=50K
0.0,Private,210474.0,Assoc-acdm,12.0,Never-married,Adm-clerical,Other-relative,White,Female,0.0,0.0,2.0,United-States,<=50K
1.0,Local-gov,214956.0,Assoc-acdm,12.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,2.0,United-States,<=50K
4.0,Self-emp-not-inc,184553.0,HS-grad,9.0,Widowed,Craft-repair,Unmarried,White,Female,0.0,0.0,1.0,United-States,<=50K
0.0,Private,301526.0,10th,6.0,Never-married,Craft-repair,Other-relative,White,Male,0.0,0.0,2.0,United-States,<=50K
0.0,Private,247711.0,Bachelors,13.0,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,2.0,United-States,<=50K
3.0,Private,162816.0,Bachelors,13.0,Married-civ-spouse,Craft-repair,Wife,Black,Female,4.0,0.0,2.0,United-States,>50K
0.0,Private,113760.0,Bachelors,13.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,2.0,United-States,<=50K
0.0,Private,385520.0,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,2.0,United-States,<=50K
0.0,Private,110009.0,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,2.0,United-States,<=50K
0.0,Private,103628.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,2.0,United-States,<=50K
3.0,Local-gov,187969.0,HS-grad,9.0,Widowed,Other-service,Unmarried,White,Female,0.0,0.0,2.0,United-States,<=50K
