MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
2.646464,36.0,4.656565656565657,0.9918418418418419,715.0,4.635735735735736,34.08,-117.37,1.468
2.646464,36.0,4.656565656565657,0.9918418418418419,715.0,4.635735735735736,34.08,-117.37,1.993
2.646464,36.0,4.656565656565657,0.9999999999999999,715.0,4.61007100710071,34.08,-121.37,1.984
5.646464,36.0,5.656565656565657,0.9918418418418419,715.0,4.635735735735736,34.08,-117.37,4.361
2.646464,36.0,4.656565656565657,0.9918418418418419,715.0,4.635735735735736,34.08,-117.37,1.316
2.646464,36.0,4.656565656565657,0.9999999999999999,715.0,4.61007100710071,34.08,-121.37,1.109
6.646464,36.0,5.656565656565657,0.9918418418418419,715.0,4.635735735735736,34.08,-117.37,5.00001
3.646464,36.0,4.656565656565657,0.9918418418418419,715.0,4.635735735735736,34.08,-117.37,2.362
2.646464,36.0,4.656565656565657,0.9999999999999999,715.0,4.61007100710071,34.08,-121.37,1.831
3.646464,36.0,4.656565656565657,0.9999999999999999,715.0,4.61007100710071,34.08,-121.37,2.237
3.646464,36.0,4.656565656565657,0.9999999999999999,715.0,4.61007100710071,34.08,-121.37,2.125
2.646464,36.0,4.656565656565657,0.9999999999999999,715.0,4.61007100710071,34.08,-121.37,1.25
2.646464,36.0,4.656565656565657,0.9918418418418419,715.0,4.635735735735736,34.08,-117.37,1.563
5.646464,36.0,5.656565656565657,0.9918418418418419,715.0,4.635735735735736,34.08,-117.37,4.667
2.646464,36.0,4.656565656565657,0.9918418418418419,715.0,4.635735735735736,34.08,-117.37,1.528
2.646464,36.0,4.656565656565657,0.9918418418418419,715.0,4.635735735735736,34.08,-117.37,1.792
2.646464,36.0,4.656565656565657,0.9999999999999999,715.0,4.61007100710071,34.08,-121.37,1.822
2.646464,36.0,4.656565656565657,0.9999999999999999,715.0,4.61007100710071,37.76,-121.37,1.51
2.646464,36.0,4.656565656565657,0.9999999999999999,715.0,4.61007100710071,34.08,-121.37,1.188
4.646464,36.0,5.656565656565657,0.9918418418418419,715.0,4.635735735735736,34.08,-117.37,3.549
2.646464,36.0,4.656565656565657,0.9999999999999999,715.0,4.61007100710071,34.08,-121.37,0.488
4.646464,36.0,5.656565656565657,0.9999999999999999,715.0,4.61007100710071,34.08,-121.37,3.522
3.646464,36.0,4.656565656565657,0.9999999999999999,715.0,4.61007100710071,34.08,-121.37,2.093
2.646464,36.0,4.656565656565657,0.9918418418418419,715.0,4.635735735735736,34.08,-117.37,1.528
2.646464,36.0,4.656565656565657,0.9999999999999999,715.0,4.61007100710071,34.08,-121.37,1.25
2.646464,36.0,4.656565656565657,0.9918418418418419,715.0,4.635735735735736,34.08,-121.37,1.823
2.646464,36.0,4.656565656565657,0.9918418418418419,715.0,4.635735735735736,34.08,-117.37,1.704
2.646464,36.0,4.656565656565657,0.9999999999999999,715.0,4.61007100710071,34.08,-121.37,1.422
2.646464,36.0,4.656565656565657,0.9999999999999999,715.0,4.61007100710071,34.08,-121.37,0.95
2.646464,36.0,4.656565656565657,0.9999999999999999,715.0,4.61007100710071,34.08,-121.37,1.097
2.646464,36.0,4.656565656565657,0.9999999999999999,715.0,4.61007100710071,34.08,-121.37,0.685
4.646464,36.0,5.656565656565657,0.9999999999999999,715.0,4.61007100710071,34.08,-121.37,3.291
