MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
5.9,24.0,6.5,1.015050505050505,776.0,2.6465656565656563,33.92,-118.23,1.141
3.2856,34.0,6.796697669766977,1.0535353535353535,718.0,4.39585858585858,34.05,-118.11,1.03
5.9607,33.0,6.496617793717793,1.01445086206569,654.0,4.981504450862065,37.93,-121.53,4.143
5.8085,24.0,6.375,1.01,1360.0,4.5,37.95,-122.58,2.583
6.0317,35.0,6.938383838383839,1.0101010101010102,794.0,2.3737373737373737,39.12,-122.18,2.45
1.5,42.0,4.7391438970117,1.0754750745074508,732.0,4.8399792339143,37.97,-118.21,0.621
6.0352,42.0,6.6725,1.016666666666665,581.0,2.632675,37.44,-122.21,2.087
5.5,17.0,6.738174901697211,1.09619540370169,726.0,4.86403701697211,40.62,-116.14,2.786
5.6445,52.0,6.8398391013729,1.015034650636842,521.0,3.58209840674936,38.05,-122.47,2.223
5.6429,19.0,6.1798655986559865,1.01179865598656,741.0,2.6426333333333334,38.44,-121.27,2.307
3.5,19.0,4.38786624391472,1.022502669502598,551.0,4.5391472502669,37.67,-122.18,1.922
2.67,32.0,6.71554937381703,1.01360319517076,900.0,3.92644403618915,37.69,-118.18,0.75
5.4517,19.0,3.8383939393939395,1.0101010101010102,701.0,3.2626262626262625,33.69,-118.39,1.941
5.0,22.0,7.738665038665038,1.0769076907690769,726.0,2.5515,37.44,-118.44,1.488
5.0,32.0,7.494949494949495,1.015050505050505,690.0,2.80399639963996,37.69,-117.23,1.974
2.0445,19.0,6.7,1.0,1676.0,2.5,37.95,-121.39,0.741
5.1031,21.0,6.737142857171429,1.0157171428571714,1601.0,2.5,37.98,-122.21,3.219
1.6885,24.0,6.56738296596738,1.07693398571428,581.0,4.569617393636362,33.91,-121.03,1.623
9.9167,42.0,7.67173920392039,1.07250193261793,788.0,4.993604040404043,33.91,-118.33,2.051
2.9167,24.0,4.566666666666666,1.0156015601560155,1688.0,2.9944646464646465,39.95,-121.98,1.316
5.8059,32.0,6.3717171717171714,1.07334433443344,675.0,4.64398065398065,37.65,-122.43,3.861
6.6622,44.0,6.52796617265536,1.02750693174482,688.0,2.17265536832396,38.62,-121.86,2.184
3.9292,44.0,7.7117117117117,1.01505050505051,1104.0,3.3736363636363635,34.04,-118.27,3.526
6.7607,24.0,7.427966902965921,1.02347217806793,713.0,2.98834426171842,34.04,-118.27,4.118
1.0481,34.0,4.567217217217217,1.07569170756917,2583.0,4.99809980998098,37.95,-122.39,0.564
3.4302,32.0,7.939404469360875,1.0731372790732343,779.0,2.93940446936088,37.97,-121.3,1.919
6.54,16.0,6.726666666666667,1.07866666666666,1117.0,2.5,33.91,-117.21,1.406
5.0,32.0,6.7666767676686765,1.0,713.0,2.5555555555555554,33.97,-122.18,2.256
4.5156,18.0,4.2560039292929,1.076974016974017,562.0,3.5855265855265857,35.5,-117.79,2.254
1.5475,37.0,4.73717393835843,1.1015277894736841,621.0,2.54318585173937,34.15,-118.23,0.578
6.5,20.0,7.63979797979795,1.045690133690133,2694.0,2.564282626262626,33.93,-118.3,1.61
6.2817,32.0,6.71176470588235,1.07932435571601,688.0,2.7653943268065,32.95,-117.71,2.802
3.6104,24.0,4.56786614297867,1.01010101010101,775.0,5.2344265870649,37.91,-116.9,1.484
5.2064,24.0,6.793944454445446,1.0208080808082,2895.0,4.394445444544454,37.81,-123.27,2.131
6.5,32.0,6.375,1.06666666666665,2790.0,2.533333333333333,39.37,-122.9,3.5
4.5,52.0,6.71176470588235,1.0182193103448236,562.0,4.99178026962744,34.12,-117.98,1.287
4.6668,19.0,6.767676767676767,1.1767333333333334,488.0,4.379864181818181,37.46,-122.23,1.941
4.0,36.0,6.173301330133,1.07173301330133,576.0,4.5173301330133,40.44,-119.27,1.107
2.4317,24.0,5.972352941176471,1.0,771.0,2.646865865025726,38.69,-121.85,1.293
5.8054,44.0,6.394949494949495,1.04740980101398,621.0,4.58235523552355,38.67,-122.44,3.625
6.2817,25.0,6.79440523319844,1.015098509850984,787.0,2.6844444444444444,33.91,-118.33,2.65
2.8217,19.0,4.316516516516516,1.01010101010101,1103.0,3.5,40.48,-116.35,0.827
3.08,30.0,4.217174979786696,1.072457472790744,907.0,3.39174400552344,37.73,-122.71,0.622
5.5274,19.0,4.7333333333333,1.01125,1176.0,4.5,37.66,-122.11,2.773
4.0286,17.0,6.28787914976614,1.071774117647056,521.0,4.44238068263686,34.18,-118.26,3.011
2.75,16.0,4.14286371428637,1.010101010101011,776.0,2.9868442857142856,34.12,-117.92,0.713
5.6631,24.0,6.539669766976697,1.0157285728572858,701.0,4.26506898265068,34.12,-121.98,3.722
1.5192,44.0,4.312829787878788,1.0517444444444444,679.0,3.2612121212121212,33.93,-118.41,0.892
5.0284,44.0,6.5,0.9847101559471015,562.0,4.55363946806896,33.98,-117.09,1.533
5.5227,25.0,5.738383838383837,1.01010101010101,554.0,2.9863509863509865,39.46,-122.58,4.562
2.5167,32.0,6.79392929292929,1.0208080808079,702.0,4.993929292929,39.44,-122.55,0.516
1.6683,16.0,3.7897669766976696,1.071011011011011,890.0,4.333333333333,34.05,-117.03,0.56
5.5,44.0,6.533333333333,1.073333333333333,797.0,1.8333333333333,34.05,-120.98,0.942
3.2196,24.0,6.371478361478371,1.0,651.0,2.523,38.56,-121.85,1.098
1.0385,32.0,6.252964446252964,1.0731707317073171,594.0,4.55296444644463,33.95,-117.98,1.92
3.0,45.0,5.6699785714285715,1.076947086947087,1250.0,4.656565656565657,40.94,-122.23,1.548
6.5,37.0,4.926666666666667,1.076666666666666,1313.0,2.5,34.05,-116.4,1.161
5.9792,24.0,6.884945781016721,1.072557274507401,1602.0,3.6350555555555557,34.05,-120.43,2.65
6.5104,18.0,7.701901901901903,1.07010101010101,681.0,2.68686868686868,39.9,-117.21,2.527
6.0,16.0,6.67143867143867,1.033504734054734,1613.0,2.17421858174218,33.93,-118.39,2.862
3.9223,44.0,6.494949494949495,1.027697692769769,521.0,2.99494949494949,36.46,-119.98,1.403
5.908,29.0,6.79292929292929,1.073333333333333,626.0,4.533333333333333,34.11,-116.98,3.113
6.94,28.0,6.79101738217791,1.0717446744674466,788.0,3.83231743804079,34.13,-122.09,1.791
5.0285,42.0,7.312878260869537,1.1015593015593015,597.0,2.632637985856427,34.04,-118.38,1.097
6.0356,24.0,6.06739235294117,1.034444444444444,632.0,2.5333333333333,33.97,-118.02,1.84
4.9607,32.0,4.738383838383839,1.07636363636365,2680.0,4.263636363636364,40.67,-116.9,2.248
6.5656,19.0,6.7393860869566,1.033996958533997,1687.0,4.178965863696361,40.56,-121.23,2.306
6.5,44.0,7.37782487824878,1.0226047984507594,575.0,3.26185536405843,33.97,-116.23,5.00001
4.2083,42.0,4.37396779386779,0.9801571428571428,660.0,3.396840684068407,34.04,-118.42,1.224
2.3572,19.0,5.17721427177214,1.0163076923076924,1001.0,3.53908446831465,38.12,-122.27,1.75
4.5,20.0,6.03174914293762,1.07775983446947,662.0,2.80376839142937,38.05,-118.09,1.863
5.0,32.0,6.032794914032795,1.022440117440117,697.0,2.5374401174401173,34.05,-118.3,1.875
5.5,19.0,5.739142966781429,1.0547473684210527,762.0,4.564944176350648,33.75,-118.38,2.9
5.5064,21.0,7.1778492938492935,1.0744679344679344,762.0,2.963636363636364,32.93,-118.39,2.185
4.9,19.0,6.623333333333335,1.077475,779.0,2.18333333333333,33.93,-119.85,1.335
6.2083,30.0,7.6715914387837,1.0769575093509325,790.0,4.23804099188637,40.67,-122.18,2.538
5.08,16.0,6.14387849170762,1.0149170762541806,788.0,1.9391844645082,33.97,-118.37,0.875
3.0564,24.0,6.35676717142943,1.07472631578947,597.0,3.4436039406311,36.69,-118.28,0.446
5.0,42.0,6.5,1.05,797.0,4.8,40.72,-116.98,1.904
2.4545,24.0,5.792903188373917,1.074506339817073,575.0,2.88963695373918,33.99,-118.3,1.048
5.5,32.0,4.383838383838384,1.0208080808081,928.0,3.17181818181818,33.69,-117.11,2.008
6.5286,27.0,6.5,1.028331708319073,1604.0,2.5,33.99,-118.23,5.00001
5.0856,30.0,6.29256717145997,1.0769076907690769,654.0,4.65685063259688,37.67,-121.62,0.685
6.5,19.0,7.4914291019738,1.01108405022057,590.0,2.58995899589958,33.93,-118.28,5.00001
5.4568,32.0,6.56666666666667,1.0476666666666667,654.0,2.53333333333335,33.95,-118.21,2.026
6.0385,52.0,6.72332979293829,1.011768450561769,2794.0,2.55828098409926,32.69,-116.47,5.00001
2.6528,44.0,4.17241724172417,1.076923076923077,787.0,2.686868686868687,34.09,-121.43,0.912
5.9128,47.0,6.7146666666667,1.016666666666665,787.0,4.5333333333333,38.62,-122.4,1.625
