age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native-country,class
0,Private,423024,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,0,United-States,<=50K
0,Private,178953,12th,8,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,<=50K
0,Local-gov,348986,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,Black,Male,0,0,2,United-States,<=50K
0,Private,218215,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,1,United-States,<=50K
3,Private,244025,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Male,0,0,3,Puerto-Rico,<=50K
1,Private,399531,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,2,United-States,<=50K
2,Private,200220,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,329530,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,Mexico,<=50K
2,Private,282155,Assoc-acdm,12,Divorced,Prof-specialty,Not-in-family,White,Female,2,0,2,United-States,<=50K
3,Private,202220,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,1,0,1,United-States,<=50K
3,Private,129007,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,3,2,United-States,>50K
1,Private,261799,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,2,United-States,>50K
2,,246862,Bachelors,13,Widowed,,Not-in-family,White,Female,0,0,0,United-States,<=50K
3,Private,173754,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,176727,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
4,Private,24515,9th,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
4,Private,158776,11th,7,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,<=50K
2,Federal-gov,90737,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,2,2,United-States,>50K
4,,340939,9th,5,Married-civ-spouse,,Husband,White,Male,1,0,2,United-States,<=50K
0,Private,305874,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,<=50K
1,Private,74501,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,1,United-States,<=50K
2,Private,295706,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,4,United-States,>50K
2,Private,108293,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,1,United-States,<=50K
4,State-gov,111795,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
1,Local-gov,250585,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,3,United-States,<=50K
3,Local-gov,159028,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,179758,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,0,United-States,<=50K
3,Self-emp-not-inc,34973,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,2,3,United-States,>50K
2,Self-emp-inc,204196,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Male,0,0,3,United-States,>50K
3,Private,47247,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,2,United-States,<=50K
