age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native-country,class
2.0,Self-emp-not-inc,27305.0,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,3.0,2.0,United-States,<=50K
4.0,Private,152952.0,HS-grad,9.0,Widowed,Other-service,Unmarried,White,Female,0.0,0.0,1.0,United-States,<=50K
4.0,Self-emp-not-inc,246891.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,3.0,United-States,>50K
1.0,Private,183511.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,2.0,United-States,<=50K
2.0,Self-emp-inc,338836.0,Bachelors,13.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,3.0,4.0,United-States,>50K
2.0,Federal-gov,271927.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,3.0,3.0,United-States,>50K
2.0,Self-emp-not-inc,82521.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0.0,0.0,2.0,United-States,<=50K
0.0,Private,117779.0,HS-grad,9.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,1.0,United-States,<=50K
3.0,Self-emp-not-inc,349986.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,1.0,United-States,<=50K
2.0,Self-emp-not-inc,151580.0,Assoc-acdm,12.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,2.0,United-States,>50K
3.0,Private,145409.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,4.0,0.0,2.0,United-States,>50K
0.0,Federal-gov,169699.0,Bachelors,13.0,Never-married,Protective-serv,Own-child,White,Female,0.0,0.0,2.0,United-States,<=50K
0.0,Private,181652.0,10th,6.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,0.0,United-States,<=50K
1.0,Private,375077.0,Some-college,10.0,Never-married,Other-service,Other-relative,White,Female,0.0,0.0,2.0,United-States,<=50K
4.0,Self-emp-not-inc,165815.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,3.0,0.0,2.0,United-States,>50K
3.0,Self-emp-not-inc,94774.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,2.0,3.0,United-States,<=50K
0.0,Local-gov,343591.0,Bachelors,13.0,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,2.0,United-States,<=50K
3.0,Self-emp-not-inc,182979.0,7th-8th,4.0,Widowed,Other-service,Not-in-family,White,Female,0.0,0.0,1.0,United-States,<=50K
4.0,Private,263081.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,2.0,2.0,United-States,<=50K
4.0,Self-emp-not-inc,161092.0,Doctorate,16.0,Widowed,Prof-specialty,Unmarried,White,Female,0.0,1.0,0.0,United-States,<=50K
0.0,Private,205895.0,Bachelors,13.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,3.0,United-States,<=50K
2.0,Self-emp-not-inc,77660.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,3.0,2.0,United-States,>50K
3.0,Self-emp-not-inc,92968.0,10th,6.0,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,2.0,United-States,<=50K
0.0,Local-gov,183580.0,Bachelors,13.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,1.0,2.0,United-States,<=50K
0.0,Private,248445.0,HS-grad,9.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,2.0,United-States,<=50K
1.0,Self-emp-inc,343721.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,2.0,United-States,>50K
2.0,Self-emp-not-inc,102110.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,3.0,0.0,2.0,United-States,>50K
0.0,Private,154863.0,Assoc-acdm,12.0,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0.0,0.0,2.0,United-States,<=50K
1.0,Local-gov,166051.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,2.0,United-States,>50K
